"","Name","Publisher","Developer","Puntajes Cr?ticos","n? criticas criticos","Puntajes usuarios","n? cr?ticas usuarios"
"4389","Syndicate","Electronic Arts","Starbreeze","Puntajes Cr?ticos alto","n? criticas criticos intermedio","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"4390","Zumba Fitness Rush","505 Games","Majesco Games, Majesco","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"4391","Call of Juarez","Ubisoft","Techland","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"4392","Ghostbusters: The Video Game","Atari","Red Fly Studio","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"4393","Bloody Roar: Primal Fury","Activision","Eighting/Raizing","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"4394","MotoGP","Capcom","Milestone S.r.l","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"4395","Mushroom Men: The Spore Wars","SouthPeak Games","Red Fly Studio","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"4396","Saint Seiya: Soldiers' Soul","Namco Bandai Games","Dimps Corporation","Puntajes Cr?ticos intermedio","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"4397","LEGO Harry Potter: Years 5-7","Warner Bros. Interactive Entertainment","Traveller's Tales","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"4398","Corpse Party: Blood Drive","Marvelous Interactive","5pb","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"4399","The Last Airbender","THQ","THQ","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"4400","Backbreaker","Unknown","NaturalMotion","Puntajes Cr?ticos intermedio","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"4401","MotoGP 14","Milestone S.r.l.","Milestone S.r.l","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"4402","Alone in the Dark","Atari","Hydravision","Puntajes Cr?ticos bajo","n? criticas criticos muy bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"4403","Six Flags Fun Park","Brash Entertainment","Brash Entertainment","Puntajes Cr?ticos bajo","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"4404","Test Drive Off-Road Wide Open","Infogrames","Rockstar San Diego","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"4405","WWE All Stars","THQ","THQ","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"4406","Bad Boys: Miami Takedown","Empire Interactive","Blitz Games","Puntajes Cr?ticos bajo","n? criticas criticos muy bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"4407","Valhalla Knights 3","Xseed Games","K2","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"4408","Mega Man X: Command Mission","Capcom","Valuewave Co.,Ltd.","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"4409","Tokyo Xtreme Racer DRIFT","Genki","Genki","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"4410","The Chronicles of Narnia: The Lion, The Witch and The Wardrobe","Disney Interactive Studios","Amaze Entertainment","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"4411","Cabela's Big Game Hunter 2005 Adventures","Activision","FUN Labs","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"4412","Senran Kagura: Estival Versus","Marvelous Interactive","Marvelous Inc.","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"4413","GRID Autosport","Codemasters","Codemasters","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"4414","Half-Minute Hero","Rising Star Games","Opus","Puntajes Cr?ticos muy alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"4415","Gauntlet: Dark Legacy","Midway Games","Midway","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"4416","The Chronicles of Narnia: Prince Caspian","Disney Interactive Studios","Traveller's Tales","Puntajes Cr?ticos intermedio","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"4417","Shadow The Hedgehog","Sega","Sega","Puntajes Cr?ticos intermedio","n? criticas criticos bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"4418","World of Outlaws: Sprint Cars","THQ","Big Ant Studios","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"4419","Van Helsing","Activision","Saffire","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"4420","Grand Slam Tennis 2","Electronic Arts","EA Sports","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"4421","Ben 10 Ultimate Alien: Cosmic Destruction","D3Publisher","Papaya Studios","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"4422","Pure Futbol","Ubisoft","Ubisoft Vancouver","Puntajes Cr?ticos bajo","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"4423","Spider-Man: Friend or Foe","Activision","Artificial Mind and Movement","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"4424","Gun","Activision","Neversoft Entertainment","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"4425","SoulCalibur Legends","Namco Bandai Games","Namco Bandai Games","Puntajes Cr?ticos intermedio","n? criticas criticos bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"4426","Aliens: Colonial Marines","Sega","Gearbox Software","Puntajes Cr?ticos intermedio","n? criticas criticos bajo","Puntajes usuarios bajo","n? cr?ticas usuarios muy bajo"
"4427","Tiger Woods PGA Tour 2004","Electronic Arts","Backbone Emeryville","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"4428","FIFA Soccer 11","Electronic Arts","EA Sports","Puntajes Cr?ticos muy alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"4429","Borderlands","Take-Two Interactive","Gearbox Software","Puntajes Cr?ticos muy alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"4430","de Blob 2","THQ","Blue Tongue Entertainment","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"4431","Silent Hill 4: The Room","Konami Digital Entertainment","KCET","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"4432","Commandos 2: Men of Courage","Eidos Interactive","Pyro Studios","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"4433","Remember Me","Capcom","DONTNOD Entertainment","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"4434","Brink","Bethesda Softworks","Splash Damage","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"4435","FIFA Soccer 2002","Electronic Arts","EA Sports","Puntajes Cr?ticos muy alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"4436","Disney's Tarzan Untamed","Ubisoft","Ubisoft Montreal","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"4437","Trinity Universe","Nippon Ichi Software","Gust, Idea Factory","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"4438","Senran Kagura: Estival Versus","Marvelous Interactive","Marvelous Inc.","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"4439","Ball Breakers","Take-Two Interactive","Lost Toys","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"4440","Splatterhouse","Namco Bandai Games","Namco Bandai Games America, Namco Bandai Games","Puntajes Cr?ticos alto","n? criticas criticos intermedio","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"4441","EyeToy: Groove","Sony Computer Entertainment","SCEE","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"4442","You Don't Know Jack","THQ","Jellyvision, Iron Galaxy Studios","Puntajes Cr?ticos muy alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"4443","Twisted Metal: Small Brawl","Unknown","Incognito Inc.","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"4444","Otomedius Excellent","Unknown","Konami","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"4445","Charlie and the Chocolate Factory","Global Star","High Voltage Software, Backbone Entertainment","Puntajes Cr?ticos bajo","n? criticas criticos muy bajo","Puntajes usuarios bajo","n? cr?ticas usuarios muy bajo"
"4446","Armored Core: Last Raven","505 Games","From Software","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"4447","Burnout Legends","Electronic Arts","Visual Impact","Puntajes Cr?ticos bajo","n? criticas criticos muy bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"4448","College Hoops 2K7","Take-Two Interactive","2K Sports","Puntajes Cr?ticos muy alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"4449","K-1 World Grand Prix","Konami Digital Entertainment","Konami","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"4450","Juiced","THQ","Juice Games","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"4451","Naruto Shippuden: Dragon Blade Chronicles","505 Games","Eighting, Takara Tomy","Puntajes Cr?ticos bajo","n? criticas criticos muy bajo","Puntajes usuarios bajo","n? cr?ticas usuarios muy bajo"
"4452","DiRT Showdown","Codemasters","Codemasters","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"4453","Sonic Riders: Zero Gravity","Sega","Sonic Team","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"4454","UFC: Sudden Impact","Global Star","Opus","Puntajes Cr?ticos intermedio","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"4455","Full Auto 2: Battlelines","Sega","Pseudo Interactive","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"4456","College Hoops 2K8","Take-Two Interactive","Visual Concepts","Puntajes Cr?ticos muy alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"4457","How to Train Your Dragon","Activision","Etranges Libellules","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"4458","Dynasty Warriors: Gundam 3","Tecmo Koei","Koei Tecmo Games","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"4459","NHL 2004","Electronic Arts","EA Black Box","Puntajes Cr?ticos muy alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"4460","Velvet Assassin","DTP Entertainment","Replay Studios, ML Enterprises","Puntajes Cr?ticos intermedio","n? criticas criticos intermedio","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"4461","MindJack","Square Enix","FeelPlus","Puntajes Cr?ticos intermedio","n? criticas criticos bajo","Puntajes usuarios muy bajo","n? cr?ticas usuarios muy bajo"
"4462","NBA Starting Five","Unknown","Konami","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"4463","NBA Live 16","Electronic Arts","EA Sports","Puntajes Cr?ticos intermedio","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"4464","WWE SmackDown vs. Raw 2009","THQ","TOSE","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"4465","Dead or Alive Paradise","Ubisoft Annecy","Team Ninja, Tecmo","Puntajes Cr?ticos bajo","n? criticas criticos bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"4466","Dark Souls II","Namco Bandai Games","From Software","Puntajes Cr?ticos muy alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios bajo"
"4467","The Suffering: Ties That Bind","Midway Games","Surreal Software","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"4468","EyeToy: Kinetic","Sony Computer Entertainment","SCEE London Studio","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"4469","Project Spark","Microsoft Game Studios","Microsoft Game Studios","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"4470","Army Men: Sarge's Heroes 2","Midas Interactive Entertainment","3DO","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"4471","Winning Eleven: Pro Evolution Soccer 2007","Konami Digital Entertainment","KCET","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"4472","Warriors of Might and Magic","3DO","3DO","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"4473","Rapala Fishing Frenzy 2009","Activision","FUN Labs","Puntajes Cr?ticos bajo","n? criticas criticos muy bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"4474","Ridge Racer","Namco Bandai Games","Namco Bandai Games, Cellius","Puntajes Cr?ticos intermedio","n? criticas criticos bajo","Puntajes usuarios bajo","n? cr?ticas usuarios muy bajo"
"4475","Major League Baseball 2K9","Spike","2K Sports","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios bajo","n? cr?ticas usuarios muy bajo"
"4476","Smash Court Tennis Pro Tournament","Sony Computer Entertainment","Namco","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"4477","Race Pro","Atari","SimBin","Puntajes Cr?ticos alto","n? criticas criticos intermedio","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"4478","NBA Inside Drive 2004","Microsoft Game Studios","High Voltage Software","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"4479","Gretzky NHL 2005","Sony Computer Entertainment","Page 44 Studios","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"4480","Dungeon Siege III","Square Enix","Obsidian Entertainment","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"4481","The Hobbit","Vivendi Games","Inevitable Entertainment","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"4482","Skate it","Electronic Arts","Exient Entertainment","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"4483","True Crime: New York City","Activision","Exakt","Puntajes Cr?ticos intermedio","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"4484","Metal Arms: Glitch in the System","Vivendi Games","Swingin' Ape","Puntajes Cr?ticos muy alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"4485","Toukiden Kiwami","Tecmo Koei","Koei Tecmo Games","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"4486","Trauma Team","Unknown","Atlus","Puntajes Cr?ticos muy alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"4487","The Secret World","Funcom","Funcom","Puntajes Cr?ticos alto","n? criticas criticos intermedio","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"4488","MDK2 Armageddon","Virgin Interactive","BioWare","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
