"","Name","Publisher","Developer","Puntajes Cr?ticos","Puntajes usuarios"
"2946","Skylanders SWAP Force","Activision","Vicarious Visions","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"2947","Iron Man 2","Sega","Sega Studios San Francisco","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"2948","Star Wars The Clone Wars: Republic Heroes","LucasArts","Krome Studios","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"2949","Kengo: Master of Bushido","Ubisoft","Light Weight","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"2950","Blood Omen 2","Eidos Interactive","Crystal Dynamics","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"2951","Monopoly Streets","Electronic Arts","Electronic Arts","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"2952","Condemned 2: Bloodshot","Sega","Monolith Productions","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"2953","Chessmaster","Ubisoft","Ubisoft Romania","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"2954","The Darkness II","Take-Two Interactive","Digital Extremes","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"2955","Ice Age 2: The Meltdown","Vivendi Games","Eurocom Entertainment Software","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"2956","The Sims 2","Electronic Arts","Maxis","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"2957","Hitman: Blood Money","Eidos Interactive","Io Interactive","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"2958","Advance Wars: Dual Strike","Nintendo","Intelligent Systems","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"2959","Auto Modellista","Capcom","Capcom","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"2960","Tom Clancy's Ghost Recon 2: Summit Strike","Ubisoft","Red Storm Entertainment","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"2961","Just Dance 2015","Ubisoft","Ubisoft","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"2962","Robert Ludlum's The Bourne Conspiracy","Vivendi Games","High Moon Studios","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"2963","Samurai Warriors Chronicles","Tecmo Koei","Omega Force","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"2964","One Piece: Unlimited World Red","Namco Bandai Games","Ganbarion","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"2965","EA Sports Active 2","Electronic Arts","EA Canada","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"2966","MotoGP 08","Capcom","Milestone S.r.l","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"2967","Red Faction: Armageddon","THQ","Volition Inc.","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"2968","Harry Potter: Quidditch World Cup","Electronic Arts","Magic Pockets","Puntajes Cr?ticos intermedio","Puntajes usuarios muy alto"
"2969","Dungeon Siege III","Square Enix","Obsidian Entertainment","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"2970","Silent Hill: Homecoming","Konami Digital Entertainment","Double Helix Games","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"2971","Shin Megami Tensei: Nocturne","Ghostlight","Atlus Co.","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"2972","Farming Simulator 2013","Focus Home Interactive","Giants Software","Puntajes Cr?ticos bajo","Puntajes usuarios alto"
"2973","ESPN College Hoops 2K5","Sega","Visual Concepts","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"2974","Looney Tunes: Acme Arsenal","Warner Bros. Interactive Entertainment","Red Tribe","Puntajes Cr?ticos bajo","Puntajes usuarios bajo"
"2975","Marvel: Ultimate Alliance","Activision","Raven Software","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"2976","Shin Megami Tensei: Devil Survivor Overclocked","Ghostlight","Atlus","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"2977","NFL GameDay 2002","Sony Computer Entertainment","Red Zone Entertainment","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"2978","Naruto: Clash of Ninja Revolution 2","Tomy Corporation","Eighting","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"2979","Turok: Evolution","Acclaim Entertainment","Acclaim","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"2980","NCAA Football 08","Electronic Arts","EA Sports","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"2981","Sega Superstars Tennis","Sega","Sumo Digital","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"2982","Headhunter","Sega","Amuze","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"2983","Viking: Battle for Asgard","Sega","Creative Assembly","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"2984","Rock Band 4","Harmonix Music Systems","Harmonix Music Systems","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"2985","Marvel Nemesis: Rise of the Imperfects","Electronic Arts","EA Canada, Nihilistic","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"2986","Brunswick Pro Bowling","505 Games","Point of View","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"2987","Bratz: Rock Angelz","THQ","Blitz Games","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"2988","FlatOut","Empire Interactive","Bugbear","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"2989","Battlefield 1","Electronic Arts","EA DICE","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"2990","SSX 3","Electronic Arts","EA Canada","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"2991","Metal Gear Solid: Snake Eater 3D","Konami Digital Entertainment","Kojima Productions","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"2992","LocoRoco","Sony Computer Entertainment","SCE Japan Studio","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"2993","Risk: Global Domination","Atari","Cyberlore Studios","Puntajes Cr?ticos intermedio","Puntajes usuarios muy alto"
"2994","Deus Ex: Mankind Divided","Square Enix","Eidos Montreal","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"2995","Grandia Xtreme","Enix Corporation","Game Arts","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"2996","The Incredible Hulk","Sega","Edge of Reality","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"2997","Mercenaries 2: World in Flames","Electronic Arts","Artificial Mind and Movement","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"2998","Saints Row: The Third","THQ","Volition Inc.","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"2999","Ghost Trick: Phantom Detective","Capcom","Capcom","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"3000","Hunter: The Reckoning","Interplay","High Voltage Software","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"3001","MX vs. ATV Untamed","THQ","Rainbow Studios","Puntajes Cr?ticos intermedio","Puntajes usuarios muy alto"
"3002","Dawn of Discovery","Ubisoft","Blue Byte, Related Designs","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"3003","Get Fit with Mel B","Black Bean Games","Lightning Fish Games","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"3004","Pokemon Channel","Nintendo","Ambrella","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"3005","Virtua Tennis 2009","Sega","Sumo Digital","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3006","The Dog Island","Ubisoft","Yuke's","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"3007","Madagascar: Escape 2 Africa","Activision","Toys for Bob","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"3008","Need for Speed: Nitro","Electronic Arts","Firebrand Games","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3009","Naruto Shippuden: Ultimate Ninja Heroes 3","Namco Bandai Games","CyberConnect2","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3010","Age of Empires III","Microsoft Game Studios","Ensemble Studios","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"3011","EyeToy Play 2","Sony Computer Entertainment","SCEE","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3012","Dance Dance Revolution Ultramix 3","Konami Digital Entertainment","Konami","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"3013","Pro Evolution Soccer 2011 3D","Konami Digital Entertainment","Konami","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3014","Just Dance 2014","Ubisoft","Ubisoft","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3015","Wii Sports Club","Nintendo","Nintendo","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3016","Harry Potter and the Prisoner of Azkaban","Electronic Arts","EA Games","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3017","Skylanders Giants","Activision","Vicarious Visions","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3018","GRID 2","Codemasters","Codemasters","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"3019","Super Dragon Ball Z","Atari","Crafts & Meister","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"3020","The Golden Compass","Sega","Shiny Entertainment","Puntajes Cr?ticos bajo","Puntajes usuarios intermedio"
"3021","Disney Sing It","Disney Interactive Studios","Zoe Mode","Puntajes Cr?ticos intermedio","Puntajes usuarios bajo"
"3022","Ultimate Spider-Man","Activision","Treyarch","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3023","Major League Baseball 2K6","Spike","Kush Games","Puntajes Cr?ticos alto","Puntajes usuarios bajo"
"3024","NBA 2K7","Take-Two Interactive","Visual Concepts","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3025","Just Dance 4","Ubisoft","Ubisoft Paris","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3026","Monsters, Inc. Scream Arena","THQ","Radical Entertainment","Puntajes Cr?ticos bajo","Puntajes usuarios intermedio"
"3027","Need for Speed: Hot Pursuit","Electronic Arts","Criterion Games","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"3028","Rampage: Total Destruction","Midway Games","Pipeworks Software, Inc.","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"3029","High Heat Major League Baseball 2003","3DO","3DO","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"3030","Trivial Pursuit","Electronic Arts","EA Bright Light","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3031","Kingdom Under Fire: Circle of Doom","Microsoft Game Studios","Blueside","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"3032","Spider-Man: Friend or Foe","Activision","Next Level Games","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"3033","EA Sports MMA","Electronic Arts","EA Tiburon","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3034","Guitar Hero On Tour: Modern Hits","Activision","Activision","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3035","Quake 4","Activision","Raven Software","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3036","Tiger Woods PGA Tour 14","Electronic Arts","EA Tiburon","Puntajes Cr?ticos alto","Puntajes usuarios bajo"
"3037","Skate","Electronic Arts","EA Black Box","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"3038","Rage","Bethesda Softworks","id Software","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"3039","Custom Robo","Nintendo","Noise Inc.","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"3040","Prince of Persia: The Forgotten Sands","Ubisoft","Ubisoft Quebec","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3041","BioShock The Collection","Take-Two Interactive","2K Games","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"3042","Theatrhythm Final Fantasy: Curtain Call","Square Enix","Indies Zero","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"3043","DiRT 2","Codemasters","Codemasters","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"3044","Pac-Man World 2","Nintendo","Namco","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"3045","Tomb Raider: Legend","Eidos Interactive","Crystal Dynamics","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3046","Rocket League","505 Games","Psyonix","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"3047","The BIGS","Take-Two Interactive","Blue Castle Games","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3048","The Legend of Spyro: A New Beginning","Vivendi Games","Amaze Entertainment","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3049","Juiced 2: Hot Import Nights","THQ","Juice Games","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3050","Dungeon Siege III","Square Enix","Obsidian Entertainment","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"3051","DiRT Rally","Codemasters","Codemasters","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"3052","NFL Street 2 Unleashed","Electronic Arts","EA Tiburon","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3053","FIFA Street 2","Electronic Arts","EA Canada","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"3054","Virtua Tennis 2009","Sega","Sumo Digital","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3055","Overlord: Dark Legend","Codemasters","Climax Group","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3056","The Legend of Spyro: The Eternal Night","Vivendi Games","Amaze Entertainment","Puntajes Cr?ticos intermedio","Puntajes usuarios bajo"
"3057","Harry Potter and the Order of the Phoenix","Electronic Arts","EA Games","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"3058","Wanted: Weapons of Fate","Warner Bros. Interactive Entertainment","GRIN","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3059","Xenosaga Episode III: Also sprach Zarathustra","Namco Bandai Games","Monolith Soft","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"3060","Rune Factory: Frontier","Rising Star Games","Neverland","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"3061","Mini Ninjas","Eidos Interactive","Io Interactive","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"3062","Naruto Shippuden: Ninja Destiny 2","Takara Tomy","Takara Tomy","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"3063","Scribblenauts: Unlimited","Warner Bros. Interactive Entertainment","5TH Cell","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3064","Marvel: Ultimate Alliance","Activision","Vicarious Visions","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"3065","The Sims 2: Castaway","Electronic Arts","EA Redwood Shores","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3066","NCAA Football 07","Electronic Arts","EA Sports","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3067","NBA Live 2003","Electronic Arts","EA Canada","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"3068","Fragile Dreams: Farewell Ruins of the Moon","Rising Star Games","Tri-Crescendo","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"3069","GoldenEye: Rogue Agent","Electronic Arts","EA LA","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"3070","Need for Speed: The Run","Electronic Arts","Black Box","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"3071","Dragon Ball Z: Infinite World","Namco Bandai Games","Dimps Corporation","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"3072","Elite Beat Agents","Nintendo","iNiS","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"3073","ESPN X Games Skateboarding","Konami Digital Entertainment","KCEO","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"3074","Sid Meier's Civilization: Beyond Earth","Take-Two Interactive","Firaxis Games","Puntajes Cr?ticos muy alto","Puntajes usuarios intermedio"
"3075","Castlevania: Order of Ecclesia","Konami Digital Entertainment","Konami","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"3076","Left 4 Dead 2","Valve Software","Valve Software","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"3077","Green Day: Rock Band","MTV Games","Harmonix Music Systems","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"3078","Star Fox: Zero","Nintendo","PlatinumGames","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3079","SAW","Konami Digital Entertainment","Zombie Studios","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"3080","Tom Clancy's HAWX 2","Ubisoft","Ubisoft","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3081","High Heat Major League Baseball 2004","3DO","3DO","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"3082","Robots","Vivendi Games","Eurocom Entertainment Software","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"3083","NARC","Midway Games","Point of View","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"3084","Dragon Ball Z: Attack of the Saiyans","Namco Bandai Games","Monolith Soft","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3085","Bionic Commando","Capcom","GRIN","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3086","Monster Rancher 3","Tecmo Koei","Tecmo","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"3087","The Incredibles: Rise of the Underminer","THQ","Heavy Iron Studios","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"3088","Sword Art Online: Lost Song","Namco Bandai Games","Bandai Namco Games, Artdink","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3089","Hamtaro: Ham-Ham Heartbreak","Nintendo","Pax Softonica","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"3090","Okage: Shadow King","Sony Computer Entertainment","Zener Works","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"3091","BlazBlue: Calamity Trigger","PQube","Arc System Works","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"3092","NBA 2K6","Take-Two Interactive","Visual Concepts","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"3093","Marvel Super Hero Squad","THQ","Blue Tongue Entertainment","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"3094","The Chronicles of Narnia: Prince Caspian","Disney Interactive Studios","Traveller's Tales","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"3095","World's Scariest Police Chases","Activision","UDS","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"3096","MechAssault 2: Lone Wolf","Microsoft Game Studios","Day 1 Studios","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"3097","Valkyrie Profile: Lenneth","Square Enix","TOSE","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
